Drug_name,drug_approved,drug_withdrawn,drugBank_id,cancer,comment,num_trials_similar_drug,original_num_trials,moa,target,disease.area,indication,phase,description,cancer_desc
Aprepitant,True,False,DB00673,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",39.0,29.0,tachykinin antagonist,TACR1,gastroenterology,"nausea, vomiting",Launched,"Aprepitant, an antiemetic, is a substance P/neurokinin 1 (NK1) receptor antagonist which, in combination with other antiemetic agents, is indicated for the prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of highly emetogenic cancer chemotherapy. Aprepitant is a selective high-affinity antagonist of human substance P/neurokinin 1 (NK1) receptors. Aprepitant has little or no affinity for serotonin (5-HT3), dopamine, and corticosteroid receptors, the targets of existing therapies for chemotherapy-induced nausea and vomiting (CI NV).",True
Imiquimod,True,False,DB00724,0,"Validated twice by Adi. Under dispute. Validated by adi Approved, found in at least 10 clinical trials about cancer",32.0,29.0,"interferon inducer, toll-like receptor agonist","TLR7, TLR8","dermatology, infectious disease, oncology","actinic keratosis (AK), genital warts, basal cell carcinoma (BCC)",Launched,"Imiquimod is an immune response modifier that acts as a toll-like receptor 7 agonist. Imiquimod is commonly used topically to treat warts on the skin of the genital and anal areas. Imiquimod does not cure warts, and new warts may appear during treatment. Imiquimod does not fight the viruses that cause warts directly, however, it does help to relieve and control wart production. Miquimod is also used to treat a skin condition of the face and scalp called actinic keratoses and certain types of skin cancer called superficial basal cell carcinoma.",True
Alectinib,True,False,DB11363,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",29.0,29.0,ALK tyrosine kinase receptor inhibitor,"ALK, MET",oncology,non-small cell lung cancer (NSCLC),Launched,"Alectinib is a second generation oral drug that selectively inhibits the activity of anaplastic lymphoma kinase (ALK) tyrosine kinase. It is specifically used in the treatment of non-small cell lung cancer (NSCLC) expressing the ALK-EML4 (echinoderm microtubule-associated protein-like 4) fusion protein that causes proliferation of NSCLC cells. Inhibition of ALK prevents phosphorylation and subsequent downstream activation of STAT3 and AKT resulting in reduced tumour cell viability. 

Approved under accelerated approval in 2015, alectinib is indicated for use in patients who have progressed on or were not tolerant of crizotinib, which is associated with the development of resistance.",True
Acetaminophen,True,False,DB00316,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",28.0,28.0,cyclooxygenase inhibitor,"FAAH, PTGS1, PTGS2, TRPV1","neurology/psychiatry, endocrinology","pain relief, fever",Launched,"Acetaminophen (paracetamol), also commonly known as _Tylenol_, is the most commonly taken analgesic worldwide and is recommended as first-line therapy in pain conditions by the World Health Organization (WHO).[A176318] It is also used for its antipyretic effects, helping to reduce fever.[F4124] This drug was initially approved by the U.S. FDA in 1951 and is available in a variety of forms including syrup form, regular tablets, effervescent tablets, injection, suppository, and other forms.[L5756,L5774,F4124,Label]

Acetaminophen is often found combined with other drugs in more than 600 over the counter (OTC) allergy medications, cold medications, sleep medications, pain relievers, and other products.[L5783] Confusion about dosing of this drug may be caused by the availability of different formulas, strengths, and dosage instructions for children of different ages.[L5783] Due to the possibility of fatal overdose and liver failure associated with the incorrect use of acetaminophen, it is important to follow current and available national and manufacturer dosing guidelines while this drug is taken or prescribed.[L5786,L5789,Label]",False
Bosutinib,True,False,DB06616,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",28.0,28.0,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor","ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK",hematologic malignancy,chronic myeloid leukemia (CML),Launched,"Bosutinib is a Bcr-Abl kinase inhibitor for the treatment of Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML). Compared to other tyrosine kinase inhibitors, it has a more favourable hematologic toxicity profile. FDA approved on September 4, 2012.",True
Bupivacaine,True,False,DB00297,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",51.0,27.0,sodium channel blocker,"KCNA5, PTGER1, SCN10A, SCN4A",neurology/psychiatry,"peripheral nerve block, caudal epidural block, lumbar epidural block",Launched,Bupivacaine is a widely used local anesthetic agent.,False
Ceritinib,True,False,DB09063,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",27.0,27.0,ALK tyrosine kinase receptor inhibitor,"ALK, FLT3, IGF1R, INSR, TSSK1B",oncology,non-small cell lung cancer (NSCLC),Launched,"Ceritinib is used for the treatment of adults with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) following failure (secondary to resistance or intolerance) of prior crizotinib therapy. About 4% of patients with NSCLC have a chromosomal rearrangement that generates a fusion gene between EML4 (echinoderm microtubule-associated protein-like 4) and ALK (anaplastic lymphoma kinase), which results in constitutive kinase activity that contributes to carcinogenesis and seems to drive the malignant phenotype. Ceritinib exerts its therapeutic effect by inhibiting autophosphorylation of ALK, ALK-mediated phosphorylation of the downstream signaling protein STAT3, and proliferation of ALK-dependent cancer cells. Following treatment with crizotinib (a first-generation ALK inhibitor), most tumours develop drug resistance due to mutations in key ""gatekeeper"" residues of the enzyme. This occurrence led to development of novel second-generation ALK inhibitors such as ceritinib to overcome crizotinib resistance. The FDA approved ceritinib in April 2014 due to a surprisingly high response rate (56%) towards crizotinib-resistant tumours and has designated it with orphan drug status.",True
Duvelisib,True,False,DB11952,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",74.0,27.0,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",,,Phase 3,"Duvelisib, also known as IPI-145 and INK-1197, is a small-molecule inhibitor of phosphoinositide-3 kinases that was designed initially to prove that simultaneous inhibition of the isoforms delta and gamma can produce a broad adaptative and innate immune cell inhibitory activity. All the work around duvelisib showed that this agent is a potent inhibitor of both forms.[A39025] Duvelisib was developed by Verastem, Inc and FDA approved on September 24, 2018.[L4585]",False
Tazemetostat,True,False,DB12887,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",27.0,27.0,histone lysine methyltransferase inhibitor,EZH2,,,Phase 2,"Tazemetostat is a methyltransferase inhibitor used to treat metastatic or locally advanced epithelioid sarcoma not eligible for complete resection.[L11476] Tazemetostat was first named in literature as EPZ-6438.[A190363]

Tazemetaostat was granted FDA approval on 23 January 2020.[L11476]",True
Ferumoxytol,True,False,DB06215,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",26.0,26.0,,,,,,"Ferumoxytol is an intravenously administered iron preparation indicated in the EU and the US for the treatment of iron deficiency anemia in adult patients with chronic kidney disease (CKD) [A32478].

It is comprised of superparamagnetic iron oxide nanoparticles which are coated by a semi-synthetic carbohydrate shell in an isotonic, neutral pH solution that may be administered at relatively high dose by rapid intravenous injection [L2181].",False
Sonidegib,True,False,DB09143,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",26.0,26.0,smoothened receptor antagonist,SMO,oncology,basal cell carcinoma (BCC),Launched,Sonidegib is a Hedgehog signaling pathway inhibitor (via smoothened antagonism) developed as an anticancer agent by Novartis. It was FDA approved in 2015 for the treatment of basal cell carcinoma.,True
Hydrocortisone,True,False,DB00741,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",221.0,25.0,glucocorticoid receptor agonist,,dermatology,corticosteroid-responsive dermatoses,Launched,"Hydrocortisone, or cortisol, is a glucocorticoid secreted by the adrenal cortex.[A188387] Hydrocortisone is used to treat immune, inflammatory, and neoplastic conditions.[L10529,L10532,L10535,L10538,L7772,L7321] It was discovered in the 1930s by Edward Kendall and named Compound F, or 17-hydroxycorticosterone.[A188420]

Hydrocortisone was granted FDA approval on 5 August 1952.[L10574]",False
Ondansetron,True,False,DB00904,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",25.0,25.0,serotonin receptor antagonist,"HTR1A, HTR1B, HTR3A, HTR3B, HTR4, OPRM1",gastroenterology,"nausea, vomiting",Launched,"A competitive serotonin type 3 receptor antagonist. It is effective in the treatment of nausea and vomiting caused by cytotoxic chemotherapy drugs, including cisplatin, and has reported anxiolytic and neuroleptic properties. [PubChem]

Having been developed in the 1980s by GlaxoSmithKline and approved by the US FDA since January 1991, ondansetron has demonstrated a long history of use and efficacy. Commonly formulated as oral tablets, orally disintegrating tablets (ODT), and injections, and available as generic products as well, ondansetron continues to see contemporary innovations in its formulation and use, including the development of orally soluble films that are both discreet in administration and less of a burden in comparison to having patients attempt to swallow pills during emesis [L5221].",False
Sevoflurane,True,False,DB01236,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",25.0,25.0,membrane integrity inhibitor,"ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, MT-ND1",neurology/psychiatry,anesthetic,Launched,"Sevoflurane, also called fluoromethyl, is an ether inhalation anaesthetic agent used for the induction and maintenance of general anesthesia. It is a volatile, non-flammable, non-irritant, and easy-to-administer compound with a low solubility profile and blood-to-gas partition coefficient.",False
Cholecalciferol,True,False,DB00169,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",54.0,24.0,,VDR,endocrinology,vitamin D deficiency,Launched,"Vitamin D, in general, is a secosteroid generated in the skin when 7-dehydrocholesterol located there interacts with ultraviolet irradiation - like that commonly found in sunlight [L5689]. Both the endogenous form of vitamin D (that results from 7-dehydrocholesterol transformation), vitamin D3 (cholecalciferol), and the plant-derived form, vitamin D2 (ergocalciferol), are considered the main forms of vitamin d and are found in various types of food for daily intake [L5689]. Structurally, ergocalciferol differs from cholecalciferol in that it possesses a double bond between C22 and C23 and has an additional methyl group at C24 [L5689]. Finally, ergocalciferol is pharmacologically less potent than cholecalciferol, which makes vitamin D3 the preferred agent for medical use [L5689].

Appropriate levels of vitamin D must be upheld in the body in order to maintain calcium and phosphorus levels in a healthy physiologic range to sustain a variety of metabolic functions, transcription regulation, and bone metabolism [A223, L5689, L1782, L5771, F4027, F4042, F4048]. However, studies are also ongoing to determine whether or not cholecalciferol may also play certain roles in cancer, autoimmune disorders, cardiovascular disease, and other medical conditions that may be associated with vitamin D deficiency [L5689].",True
Isotretinoin,True,False,DB00982,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",83.0,24.0,,,,,,"Isotretinoin is a retinoid derivative of vitamin A used in the treatment of severe recalcitrant acne.[Label] It was most widely marketed under the brand name Accutane, which has since been discontinued.[L6574] Isotretinoin is associated with major risks in pregnancy and so it is only available under the iPLEDGE program in the United States.[L6579] The first isotretinoin containing product was FDA approved on 7 May 1982.[L6574]",False
Encorafenib,True,False,DB11718,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",24.0,24.0,RAF inhibitor,BRAF,,,Phase 3,"Encorafenib, also known as _BRAFTOVI_,  is a kinase inhibitor.  Encorafenib inhibits BRAF gene, which encodes for B-raf protein, which is a proto-oncogene involved in various genetic mutations [FDA label].  This protein plays a role in regulating the MAP kinase/ERK signaling pathway, which impacts cell division, differentiation, and secretion. Mutations in this gene, most frequently the V600E mutation, are the most commonly identified cancer-causing mutations in melanoma, and have been isolated in various other cancers as well, including non-Hodgkin lymphoma, colorectal cancer, thyroid carcinoma, non-small cell lung carcinoma, hairy cell leukemia and adenocarcinoma of the lung [L3344].

On June 27, 2018, the Food and Drug Administration approved encorafenib and [Binimetinib] (BRAFTOVI and MEKTOVI, Array BioPharma Inc.) in combination for patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test [FDA label].",True
Enasidenib,True,False,DB13874,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",24.0,24.0,isocitrate dehydrogenase inhibitor,IDH1,hematologic malignancy,acute myeloid leukemia (AML),Launched,"Enasidenib is an orally available treatment for the treatment of adult patients with relapsed or refractory acute myeloid leukemia (AML) with specific mutations in the isocitrate dehydrogenase 2 (IDH2) gene, which is a recurrent mutation detected in 12-20% of adult patients with AML [A20344, A20345]. Patients eligible for this treatment are selected by testing the presence of IDH2 mutations in the blood or bone marrow. This small molecule acts as an allosteric inhibitor of mutant IDH2 enzyme to prevent cell growth, and it also has shown to block several other enzymes that play a role in abnormal cell differentiation. First developed by Agios Pharmaceuticals and licensed to Celgene, enasidenib was approved by U.S. Food and Drug Administration on August 1, 2017.",True
Raltitrexed,True,False,DB00293,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",23.0,23.0,thymidylate synthase inhibitor,"FPGS, TYMS",oncology,mesothelioma,Launched,"Raltitrexed (brand name Tomudex&reg;) is a chemotherapy drug manufactured AstraZeneca Company, is an antimetabolite used in chemotherapy. It is an inhibitor of thymidylate synthase.",False
Dutasteride,True,False,DB01126,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",23.0,23.0,5 alpha reductase inhibitor,"SRD5A1, SRD5A2",urology,benign prostatic hyperplasia (BPH),Launched,"Dutasteride is an oral synthetic 4-azasteroid commonly marketed under the trade name Avodart. It is a novel dual 5α-reductase inhibitor that works by blocking both isoforms of 5α-reductase enzymes in a potent, selective, and irreversible manner.[A1909] Type I and II 5α-reductase enzymes convert testosterone into dihydrotestosterone (DHT), a primary hormonal mediator that plays a role in the development and enlargement of the prostate gland. Dutasteride was approved by the FDA in 2001 for the treatment of symptomatic benign prostatic hyperplasia (BPH) in men as monotherapy or in combination with the α-adrenergic antagonist [tamsulosin] to enhance the therapeutic response. Its clinical efficacy against benign prostate hyperplasia in male patients is comparable to that of [finasteride], a specific type II 5α-reductase inhibitor. However, unlike finasteride, dutasteride is not yet indicated for the treatment of androgenic alopecia although it was demonstrated to be effective in several randomized, double-blind, placebo-controlled trials in androgenetic alopecia.[A178333,A178336]",False
Ketamine,True,False,DB01221,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",23.0,23.0,glutamate receptor agonist,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",,,Preclinical,"Ketamine is an NMDA receptor antagonist with a potent anesthetic effect.[A31869] It was developed in 1963 as a replacement for phencyclidine (PCP) by Calvin Stevens at Parke Davis Laboratories. It started being used for veterinary purposes in Belgium and in 1964 was proven that compared to PCP, it produced minor hallucinogenic effects and shorter psychotomimetic effects. It was FDA approved in 1970, and from there, it has been used as an anesthetic for children or patients undergoing minor surgeries but mainly for veterinary purposes.[L1332]",False
Nelarabine,True,False,DB01280,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",825.0,23.0,"DNA synthesis inhibitor, T cell inhibitor",POLA1,hematologic malignancy,"acute lymphoblastic leukemia (ALL), acute lymphoblastic leukemia (ALL)",Launched,"Nelarabine is an antineoplastic agent that is typically employed to treat acute T-cell lymphoblastic leukemia. Nelarabine is a purine nucleoside analog converted to its corresponding arabinosylguanine nucleotide triphosphate (araGTP), resulting in inhibition of DNA synthesis and cytotoxicity.",True
Vinflunine,True,False,DB11641,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",1044.0,23.0,microtubule inhibitor,,oncology,bladder cancer,Launched,"Vinflunine is a third-generation member of the vinca alkaloid family with anti-tumour actions. It was first described in 1998 at the Pierre Fabre research center in France. Like other vinca agents, vinflunine is an anti-mitotic agent that induces a cell cycle arrest at the G2/M phase and promotes cell death via apoptosis [L1396]. Vinflunine is a microtubule inhibitor that binds to tubulin at or near to the vinca binding sites to inhibits its polymerization into microtubules during cell proliferation [L1396]. In murine tumors and human tumor xenografts, vinflunine exhibits an antitumor efficacy than [DB00361], [DB00570], and [DB00541] [A31975]. 

Having an incidence of 429,700 new cases per year worldwide, urothelial carcinoma of the bladder is one of the most common malignancies that mostly affects individuals aged 50–79 years [A32626]. Some patients with advanced urothelial carcinoma experience inadequate therapeutic response from a prior platinum-containing regimen. While these patients have a median survival of approximately 4 months and a poor prognosis [L1396], there is currently no standard therapy in patients with advanced urothelial carcinoma [A32626]. In 2009, vinflunine was approved by the European Medicines Agency (EMA) as a second-line therapy of metastatic and advanced urothelial cancer after failure of platinum-based treatment [A32626]. Vinflunine ditartrate is an active ingredient in the EMA-authorised product Javlor for intravenous infusion. Efficacy and safety of vinflunine has not been studied in patients with performance status of 2 or less. The clinical use of vinflunine in other urologic malignancies, such as inoperable cancer of the penis, are currently have been investigated [A32626].",True
Gilteritinib,True,False,DB12141,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",23.0,23.0,FLT3 inhibitor,FLT3,,,Phase 3,"Gilteritinib, also known as ASP2215, is a small molecule part of the FLT3 tyrosine kinase inhibitors that presented a greater selectivity and potency when compared with other agents from this group.[A40036] It is a pyrazinecarboxamide derivative that showed high selectivity to FLT3 preventing the c-Kit -driven myelosuppression observed in other therapies.[A40044] Gilteritinib was developed by Astellas Pharma and FDA approved on November 28, 2018. This drug was approved after being designed as an orphan drug with a fast track and priority review status.[L4830]",False
Nelfinavir,True,False,DB00220,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",22.0,22.0,HIV protease inhibitor,"CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4, CYP3A7",infectious disease,human immunodeficiency virus (HIV-1),Launched,"Nelfinavir is a potent HIV-1 protease inhibitor. It is used in combination with other antiviral drugs in the treatment of HIV in both adults and children. Nelfinavir inhibits the HIV viral proteinase enzyme which prevents cleavage of the gag-pol polyprotein, resulting in noninfectious, immature viral particles.",False
Megestrol acetate,True,False,DB00351,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",37.0,22.0,progesterone receptor agonist,"NR3C1, PGR","neurology/psychiatry, endocrinology","anorexia, cachexia",Launched,"17-Hydroxy-6-methylpregna-3,6-diene-3,20-dione. A progestational hormone used most commonly as the acetate ester. As the acetate, it is more potent than progesterone both as a progestagen and as an ovulation inhibitor. It has also been used in the palliative treatment of breast cancer.",True
Diphenhydramine,True,False,DB01075,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",23.0,22.0,histamine receptor antagonist,HRH1,neurology/psychiatry,headache,Launched,"Diphenhydramine - perhaps known most commonly as its brand name formulation Benadryl - is a first-generation H1 receptor antihistamine that is used extensively for the treatment of seasonal allergies, insect bites and stings, and rashes [L5263, L5266, L5269, F3379]. However, it also has antiemetic, antitussive, hypnotic, and antiparkinson properties [L5269, F3352]. As histamine receptors exist both peripherally and in the central nervous system, diphenhydramine has been shown to cause sedation due to its competitive antagonism of histamine H1 receptors within the central nervous system [L5263, L5266, L5269, F3379, A174541]. While its use in allergy therapy can sometimes fall out of favor due to its sedative effect, diphenhydramine has been repurposed for use within many non-prescription over-the-counter sleep aids and cough-and-cold medications that have been marketed for ""night time"" use [L5263, L5281, L5287]. 

Diphenhydramine is also used in combination with [DB14132] as the anti-nausea drug [DB00985] where it is utilized primarily for its antagonism of H1 histamine receptors within the vestibular system [A1540].

Diphenhydramine has also been shown to be implicated in a number of neurotransmitter systems that affect behaviour including dopamine, norepinephrine, serotonin, acetylcholine, and opioid [A1539]. As a result, diphenhydramine is being investigated for its anxiolytic and anti-depressant properties.",False
Zanubrutinib,True,False,DB15035,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",22.0,22.0,,,,,,"Zanubrutinib is a novel Bruton's tyrosine kinase (BTK) inhibitor used for the treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy.[L10163] Mantle cell lymphoma is an aggressive mature B-cell non-Hodgkin lymphoma that is associated with early relapse, poor clinical outcomes, and long-term survival.[A187967] BTK is an enzyme that plays a role in oncogenic signalling pathways, where it promotes the survival and proliferation of malignant B cells.[A187985] Compared to the first-generation BTK inhibitor [ibrutinib], zanubrutinib displays higher potency and selectivity for BTK with fewer off-target effects.[A187958] Due to this enhanced selectivity towards BTK, zanubrutinib belongs to the second-generation BTK inhibitor drug group that also includes [acalabrutinib], which was approved by the FDA in 2017.

Zanubrutinib was granted accelerated approval by the FDA in November 2019 based on clinical trial results that demonstrated an 84% overall response rate from zanubrutinib therapy in patients with MCL,[L10166] which measures the proportion of patients in a trial whose tumour is entirely or partially destroyed by a drug.[L10169] It is currently marketed under the trade name BRUKINSA™ and is available as oral capsules.",True
Bexarotene,True,False,DB00307,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",21.0,21.0,retinoid receptor agonist,"RXRA, RXRB, RXRG",hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Launched,"Bexarotene (Targretin) is an antineoplastic agent indicated by the FDA for Cutaneous T cell lymphoma. It has been used off-label for lung cancer, breast cancer, and Kaposi's sarcoma.",True
Oxycodone,True,False,DB00497,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",50.0,21.0,,,,,,"Oxycodone is a semisynthetic opioid analgesic derived from thebaine in Germany in 1917.[A178696] It is currently indicated as an immediate release product for moderate to severe pain and as an extended release product for chronic moderate to severe pain requiring continuous opioid analgesics for an extended period.[Label] The first oxycodone containing product, Percodan, was approved by the FDA on April 12, 1950.[L6460]",False
Gabapentin,True,False,DB00996,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",50.0,21.0,calcium channel blocker,"ADORA1, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B","infectious disease, neurology/psychiatry","virus herpes simplex (HSV), shingles, seizures, restless leg syndrome",Launched,"Gabapentin is a structural analogue of the inhibitory neurotransmitter gamma-aminobutyric acid ([GABA]) that was first approved for use in the United States in 1993.[L8717] It was originally developed as a novel anti-epileptic for the treatment of certain types of seizures[A186277,A186143] - today it is also widely used to treat neuropathic pain.[A14097,A186179] Gabapentin has some stark advantages as compared with other anti-epileptics, such as a relatively benign adverse effect profile, wide therapeutic index, and lack of appreciable metabolism making it unlikely to participate in pharmacokinetic drug interactions.[A186143,A185981,L8717]. It is structurally and functionally related to another GABA derivative, [pregabalin].",False
Levoleucovorin,True,False,DB11596,0,"Validated twice by Adi. Under dispute. Validated by adi Approved, found in at least 10 clinical trials about cancer",702.0,21.0,,,,,,"Levoleucovorin is the enantiomerically active form of Folinic Acid (also known as 5-formyl tetrahydrofolic acid or leucovorin). Commercially available leucovorin is composed of a 1:1 racemic mixture of the dextrorotary and levorotary isomers, while levoleucovorin contains only the pharmacologically active levo-isomer. In vitro, the levo-isomer has been shown to be rapidly converted to the biologically available methyl-tetrahydrofolate form while the dextro form is slowly excreted by the kidneys. Despite this difference in activity, the two commercially available forms have been shown to be pharmacokinetically identical and may be used interchangeably with limited differences in efficacy or side effects (Kovoor et al, 2009). 

As folate analogs, levoleucovorin and leucovorin are both used to counteract the toxic effects of folic acid antagonists, such as methotrexate, which act by inhibiting the enzyme dihydrofolate reductase (DHFR). They are indicated for use as rescue therapy following use of high-dose methotrexate in the treatment of osteosarcoma or for diminishing the toxicity associated with inadvertent overdosage of folic acid antagonists. Levoleucovorin, as the product Fusilev (FDA), has an additional indication for use in combination chemotherapy with 5-fluorouracil in the palliative treatment of patients with advanced metastatic colorectal cancer. 

Folic acid is an essential B vitamin required by the body for the synthesis of purines, pyrimidines, and methionine before incorporation into DNA or protein. However, in order to function in this role, it must first be reduced by the enzyme dihydrofolate reductase (DHFR) into the cofactors dihydrofolate (DHF) and tetrahydrofolate (THF). This important pathway, which is required for de novo synthesis of nucleic acids and amino acids, is disrupted when high-dose methotrexate is used for cancer therapy. As methotrexate functions as a DHFR inhibitor to prevent DNA synthesis in rapidly dividing cells, it also prevents the formation of DHF and THF. This results in a deficiency of coenzymes and a resultant buildup of toxic substances that are responsible for numerous adverse side effects of methotrexate therapy. As levoleucovorin and leucovorin are analogs of tetrahydrofolate (THF), they are able to bypass DHFR reduction and act as a cellular replacement for the co-factor THF, thereby preventing these toxic side effects.",True
Palonosetron,True,False,DB00377,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",20.0,20.0,serotonin receptor antagonist,HTR3A,gastroenterology,"nausea, vomiting",Launched,"Palonosetron (INN, trade name Aloxi) is an antagonist of 5-HT3 receptors that is indicated for the prevention and treatment of chemotherapy-induced nausea and vomiting (CINV). It is the most effective of the 5-HT3 antagonists in controlling delayed CINV nausea and vomiting that appear more than 24 hours after the first dose of a course of chemotherapy and is the only drug of its class approved for this use by the U.S. Food and Drug Administration. As of 2008, it is the most recent 5-HT3 antagonist to enter clinical use.",False
Allopurinol,True,False,DB00437,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",20.0,20.0,xanthine oxidase inhibitor,XDH,"rheumatology, urology","gout, kidney stones",Launched,"Gout is a disease that occurs by the deposition of monosodium urate crystals (MSU) in body tissues, especially around joints [A175942].  This disease has been well-documented in historical medical records and appears in the biographies of several prominent, historically recognized individuals [A175942].

Allopurinol is a xanthine oxidase enzyme inhibitor that is considered to be one of the most effective drugs used to decrease urate levels and is frequently used in the treatment of chronic gout [A36705]. It was initially approved by the FDA in 1966 [L5674] and is now formulated by several manufacturers [L5677].",False
Pioglitazone,True,False,DB01132,0,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",28.0,20.0,"insulin sensitizer, PPAR receptor agonist","PPARG, TRPM3",endocrinology,diabetes mellitus,Launched,"Pioglitazone is an antihyperglycemic used as an adjunct to diet, exercise, and other antidiabetic medications to manage type 2 diabetes mellitus.[L11416,L11419,L11422,L11425] It is administered as a racemic mixture, though there is no pharmacologic difference between the enantiomers and they appear to interconvert _in vivo_ with little consequence.[L11416] The thiazolidinedione class of medications, which also includes [rosiglitazone] and [troglitazone], exerts its pharmacological effect primarily by promoting insulin sensitivity and the improved uptake of blood glucose[L11416] via agonism at the peroxisome proliferator-activated receptor-gamma (PPARγ).[A19757] PPARs are ligand-activated transcription factors that are involved in the expression of more than 100 genes and affect numerous metabolic processes, most notably lipid and glucose homeostasis.[A19759]

Thiazolidinediones, including pioglitazone, have fallen out of favor in recent years due to the presence of multiple adverse effects and warnings regarding their use (e.g. congestive heart failure, bladder cancer) and the availability of safer and more effective alternatives for patients with type 2 diabetes mellitus.[L11461]",True
Pralatrexate,True,False,DB06813,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",590.0,20.0,dihydrofolate reductase inhibitor,"DHFR, TYMS",hematologic malignancy,peripheral T-cell lymphoma (PTCL),Launched,"Pralatrexate is an antimetabolite for the treatment of relapsed or refractory peripheral T-cell lymphoma. It is more efficiently retained in cancer cells than methotrexate. FDA approved on September 24, 2009.",True
Pomalidomide,True,False,DB08910,1,"Validated twice by Adi. Validated by adi Approved, found in at least 10 clinical trials about cancer",470.0,20.0,"angiogenesis inhibitor, tumor necrosis factor production inhibitor","CRBN, PTGS2, TNF",hematologic malignancy,multiple myeloma,Launched,"Pomalidomide, an analogue of thalidomide, is an immunomodulatory antineoplastic agent. FDA approved on February 8, 2013.",False
